Cell,X,Y
Cell934571,-8352.382622681165,-8819.194028105678
Cell934573,-9253.41902017197,-5052.659588138491
Cell934763,-8831.93761829357,-4112.557555203504
Cell934849,9771.677494516573,-2967.080278542154
Cell934956,-11124.674901001894,3511.5412744587425
Cell935053,-12845.842304059723,-5585.946091885065
Cell935405,4459.6926982684445,-15644.993995413328
Cell936082,4.0306272808102594,-10719.57055788783
Cell936190,10234.890889693677,-16011.645649897699
Cell936293,14790.710321864328,1344.928114966404
Cell936466,-1117.6622639588204,-10830.055324779434
Cell936539,8085.156720912224,36914.5244019489
Cell936568,-5470.261969904087,-12218.386394297318
Cell938051,-11121.5561914325,-6206.931036362714
Cell938457,5436.7256136703845,-8885.443149068951
Cell938547,1605.4903003213426,-2558.338227123875
Cell938610,4313.229824498163,909.249738996498
Cell939151,-3444.2729609152525,-14369.352760097026
Cell939463,-709.7877727347308,-6848.842949272117
Cell940408,-4969.850940307901,-6393.096364706872
Cell940441,-13925.428320875404,945.0991845650997
Cell940497,-936.5284008736307,-6861.708250536802
Cell940895,14194.48684169456,-13731.223283694562
Cell940907,-10349.578875507788,-4713.445116832661
Cell941041,5498.66010632264,572.9054258801476
Cell941098,-5265.607195874871,-4989.191635010919
Cell941152,20580.762869008893,-13682.9174819685
Cell941968,-2908.212163096654,-12087.958271827954
Cell942020,-12991.766553595317,-5786.291269163607
Cell942024,-9718.441238148403,7601.199796131567
Cell942598,6048.404564462403,-10833.598431491875
Cell942875,-15346.263494889876,2181.616973896152
Cell943708,-3274.7789106127434,8551.481852545936
Cell943962,-1933.322761903063,2022.9355971699028
Cell944259,-2361.769673939318,989.3633318389108
Cell944642,-6498.159136925372,10604.333165789363
Cell944895,-76.67395270081528,34135.74551319447
Cell944931,-13860.656089331005,-3446.89011232019
Cell944970,2222.1014240862423,-7447.0844215911775
Cell945607,8995.774790554491,-14176.786397987835
Cell945808,-5470.334153678015,-12648.17704505411
Cell946110,-13519.279006149432,-3395.240654206383
Cell946171,-762.6935996079269,28357.804464051962
Cell946448,22621.135733446958,-5923.149374214127
Cell946619,5390.594892038627,-11359.164653464964
Cell947090,-2538.853947213937,-7966.037914437518
Cell947264,5545.449567182928,-12440.158210576961
Cell947435,10146.19414594038,-11909.285844678388
Cell947570,14250.696379644187,-13390.604551839353
Cell948187,-2661.4113335330367,-8419.476931111403
Cell948297,-4176.778842785558,-10567.142462176891
Cell948543,2418.991916799586,-4451.583671232125
Cell948647,-8923.636634321849,14458.350087003233
Cell948970,-7521.022872761692,1102.296587077134
Cell948995,3935.7785064084273,-12083.547543848556
Cell949152,1227.2272869860367,-6342.787620591492
Cell950563,-9775.73914451104,-8706.402989282018
Cell950641,-5976.674948590445,10767.049476833365
Cell951370,10478.500685040068,-1912.6338015437732
Cell951378,-8444.032455356628,-11315.283917804567
Cell952253,-5617.73093076761,-10561.233768242922
Cell952691,-6293.13583094494,8847.471082559385
Cell952789,-3440.4326655379314,-11325.474832065554
Cell952813,-10280.793037500389,2002.5883241662182
Cell952952,12718.886878549165,8635.392009371757
Cell953121,-1958.7801577263583,8449.715797800887
Cell953320,-1160.087901892265,33183.27191369059
Cell953686,-5729.584220328292,7311.471332921002
Cell953843,7793.399887820392,-5713.156032701357
Cell954004,-5062.58925392157,-11515.322191711482
Cell954223,-308.3725010577654,33413.8387000819
Cell954276,-5142.815305343166,22635.07761668001
Cell954283,2899.1669476977245,21290.523005843286
Cell955944,-11089.56824557042,12197.17358143537
Cell956038,12329.298175294134,-11096.796396943773
Cell956134,10909.612316918161,-519.9191610847577
Cell956361,3602.06706450176,-14941.706749927218
Cell956463,6474.76903486719,-8968.511838392262
Cell956629,-10817.933227174171,-6815.507369628594
Cell957929,-9254.536112856335,6581.881417282586
Cell958624,-6310.440882259296,22392.942669295007
Cell959062,52.5268672651621,-9231.754427774105
Cell959114,-247.47860532968633,-3132.645174412729
Cell959237,-11617.74545511586,-2103.429071373151
Cell959274,-9583.828942089996,-6645.481201874501
Cell959323,2473.5547614122265,-11659.39019523808
Cell959340,9253.59723418619,37286.08230302974
Cell959488,-15067.194987585612,2721.8647712077845
Cell959804,-4508.560610561318,-7446.985885444852
Cell959942,-582.7920936192423,11150.26646598054
Cell959947,-5108.104196817162,-6127.209282014509
Cell959974,8777.202768202085,-5736.889580103132
Cell960178,6919.986895734364,-11605.184220893776
Cell960312,-4477.061321891003,7419.119941199735
Cell960642,6084.397822042584,-14540.644653829371
Cell961039,16685.167980990886,-12934.347915939848
Cell961118,-13166.207718700576,-5894.471485989234
Cell961240,-8861.67122454299,-9997.940107012068
Cell961406,2944.41490969008,1386.8346671646166
Cell961541,2494.034886256175,-10625.73426361708
Cell961824,3322.2543920256903,6601.143580783383
Cell961984,2801.9375171247925,-15457.615107743379
Cell962043,-3396.7660969679728,-7350.350728528628
Cell962235,-8849.701128974872,-9715.704342843228
Cell962591,10921.342100050264,-16359.81316221889
Cell962606,4328.266366598181,-14854.560517702626
Cell962805,-1780.5142620376052,30178.81014609742
Cell963483,9987.981021644477,36512.449644598215
Cell963566,-4908.533932365205,-9880.412797772544
Cell963615,-6947.27132317109,2810.1286784033387
Cell963907,11470.123254394959,-13839.862011331512
Cell964253,16361.376285020804,2636.9045109885947
Cell965012,-4390.301789809459,-6835.691828013923
Cell965451,2432.519771838563,-16129.686239698207
Cell966272,-1377.8873404944773,33373.987474478825
Cell966539,-14816.693685463079,7609.748329318393
Cell966558,-7493.0837229560475,9708.928269165111
Cell966637,1843.6026368386522,-7310.062378412623
Cell966729,-8673.072058436288,-6270.17622327938
Cell966854,-2553.505588391981,-13618.745599961827
Cell966893,-14401.586110750772,118.23084528493004
Cell967360,-5973.344364075129,-12363.672169085381
Cell967478,-14865.703644040736,1870.53580193025
Cell968217,-5399.577007236037,-6549.1539216355795
Cell968490,-13187.398146210458,10510.664024014106
Cell969137,-5224.0365418509655,-12526.084657769692
Cell969247,-4259.266532217121,-7998.676847536695
Cell969297,-11923.099504741804,-3626.070374541001
Cell969394,1554.1297309871,9347.379985283773
Cell970045,-7031.883735061734,-8906.135101366139
Cell970148,-12767.814816875949,-5699.390185272282
Cell970390,6068.007556589205,-6850.542365218655
Cell970783,-13136.205394197332,9081.602111531329
Cell971102,-9382.829108414071,-5062.380326076362
Cell971749,12931.392758789885,-2832.0781572838623
Cell971978,-8132.2449004517985,-5247.215362867554
Cell972858,-2773.317582401716,-4100.487260561899
Cell973288,-7522.279529781818,-6246.205754902917
Cell973386,-11330.999156987224,-6039.214633267522
Cell973828,13079.752070056362,-15957.039624686673
Cell973839,-11449.26579034315,-5881.242480612489
Cell974157,-5999.450252476868,-10075.872757239635
Cell974496,6247.699711792451,-10561.963031779947
Cell975228,-5816.033238099989,10515.337256657638
Cell975437,-197.0058130331782,-6247.460103562786
Cell975487,6470.3081731435,38709.46340603808
Cell975583,6435.243834599705,38589.60535800816
Cell975649,-3019.704425210353,7583.7229957050895
Cell975853,-15485.33520207099,5883.430470367739
Cell975980,-11934.173232786878,13358.926128830051
Cell976147,-3291.8429329961446,-7366.996404113198
Cell976270,-11576.595123116758,13819.71290785875
Cell976498,-8548.616063100153,-11410.805380836904
Cell976724,9115.109579242579,35980.36313616826
Cell976953,-10750.830442033022,-7011.091996405045
Cell977233,2157.395300792672,-9736.583603552788
Cell977691,3464.576379588665,38578.0155561299
Cell979277,-4043.937098766269,300.95119880776815
Cell979735,-9997.890853124834,-10143.826012030888
Cell979765,14144.619788390875,-10032.343032066557
Cell979859,-796.6418130022337,6545.481676829841
Cell979934,-13288.615301547226,4076.7039041809426
Cell980027,16988.024386362835,1019.4508601572677
Cell980270,8830.39503380266,34430.17691978439
Cell980445,912.5238742333628,-12523.85160587526
Cell980685,-11495.219471255838,-3723.738165644811
Cell981098,-9224.774702214836,-1701.7064498962845
Cell981103,-4656.034396084922,-4816.122285846793
Cell981309,3764.0656136639554,-8421.156651029654
Cell981678,4184.2651397997615,-11200.799938272328
Cell981784,9818.697872376682,-8500.424373446434
Cell982929,9853.941753794119,35217.270112578524
Cell984164,-15831.455491162418,3895.3279326866536
Cell984536,-291.89626383380306,-775.5733719902918
Cell984639,8651.977271972943,34839.02204293881
Cell984770,-479.41453573065365,-13974.0425757533
Cell985304,15872.67957749353,-12626.305204740842
Cell985331,-5188.518281101176,-10513.959385939716
Cell985412,-2909.395655004349,-3475.112406360561
Cell985413,-15180.63121203779,2637.806285834228
Cell985506,10105.493740007263,-14516.593734406211
Cell985876,-12537.553020536265,-4101.8401180455185
Cell986155,-15117.904999280867,216.77422699500383
Cell986436,5821.424601893937,33792.600583497275
Cell986856,-1193.3188819687757,-12928.986694966605
Cell987047,-2759.1062980808774,-13664.32861995555
Cell987217,15405.236452235864,-13312.051954547926
Cell987501,19763.854290001585,-12528.435645938107
Cell987805,1236.2348142935477,-14035.373885854951
Cell988152,-2657.7420055294347,-7112.04424017877
Cell988600,3885.029080723151,37471.633652511395
Cell989519,-4290.230061355354,18628.09845383655
Cell990127,-8137.44058924208,-4388.827407354982
Cell990415,-6953.057163070407,-9244.580726028604
Cell990507,-6619.970366487588,-3292.6972410267977
Cell990531,-12943.316059292234,11278.388337145145
Cell990891,-7756.533986457966,10233.693306233872
Cell990905,5820.410533570093,-8041.97354949804
Cell990929,5232.389707727948,16457.65310972775
Cell991560,-14288.40818200054,-3393.866151924246
Cell991595,-4507.718861733472,-10697.108966791591
Cell991996,-3152.9234895822015,-4141.618376141387
Cell993205,-9693.63747018228,-6202.477097854895
Cell993519,-1571.4156625270336,-11600.308026615587
Cell993660,7477.154693602025,15097.422915797675
Cell994446,-9854.92463796216,16165.905447883113
Cell994686,-827.9758654134905,-5791.169063293619
Cell995149,-13276.142276284227,-2883.93251194769
Cell995421,-1953.2206940159929,-3939.410917994082
Cell995429,269.76871016140586,29202.792699135633
Cell995757,4746.512053693757,-4293.731096077065
Cell995954,14685.659962383776,-12495.155861926632
Cell995991,-9962.275324459437,-3782.4615041341044
Cell996201,5883.2725977253085,-10611.021825061089
Cell996447,-14469.96269051334,-2678.4813055909813
Cell996591,8837.787353131414,-3681.968050713389
Cell996828,-1861.36569219811,27385.111523270676
Cell997563,-2727.7646800082985,-3674.1074092181666
Cell997631,-8696.474726439983,-4486.23279584004
Cell997812,-1550.3904877006275,32519.987118245197
Cell997830,12253.014123919736,3060.467396507981
Cell997960,-4935.127611704173,-8503.438952273314
Cell998076,-13847.385659239002,4595.0871214788
Cell998466,-9261.02109728591,11583.412961114713
Cell998703,-2876.818724190814,-5522.777925663887
Cell999651,-7715.840366895635,-5002.129217661526
Cell999898,-4988.901798939741,7570.5856156141745
Cell1000439,-7190.037566276971,-8081.845319762573
Cell1000627,470.6274658149466,-12716.285040582869
Cell1001589,17075.82145020091,2297.861682750322
Cell1001804,-8868.305295364313,-10359.866417849067
Cell1002722,-7483.238221820696,-3813.5169437081054
Cell1003016,2058.721456077972,22355.00843338741
Cell1003264,-11850.805568341584,-548.24026487459
Cell1003287,-2873.437430469461,-3610.5759483742777
Cell1003403,-1852.5863607957692,32118.67465539104
Cell1003634,-6824.5246449521155,10931.574975672214
Cell1003982,7985.323234107011,-3832.601067768647
Cell1004311,-9508.057525917786,-318.34087866862836
Cell1005517,-7844.452711569211,-10854.665785406673
Cell1005637,15730.241820776528,-711.0795145269398
Cell1005827,-7611.078524076055,-7997.92623929639
Cell1005909,-822.4046867820023,28448.041199820662
Cell1006629,-5689.225439109515,-12464.521206207044
Cell1006680,-5796.54961519888,-8587.470035534741
Cell1006730,-11083.11351899246,-2190.6974253953654
Cell1006828,-11185.239134013726,-2360.4073434909287
Cell1006888,-12493.103703134395,-3910.5791770201386
Cell1007121,15393.518568253712,2122.202349174959
Cell1007778,2997.5821636264563,-8296.481904218774
Cell1007898,3597.5888675658425,38477.589990518194
Cell1008361,7415.305327942964,847.1052891380051
Cell1008391,6902.976771068551,-13303.896747064477
Cell1008599,-13792.314152134331,-4930.082738855695
Cell1009227,14567.21861232592,-13370.322331059606
Cell1009306,-1912.8395253593433,-6251.715602251194
Cell1010077,4839.544751590474,-9899.975343204786
Cell1010170,347.85495834065375,-14022.61832179202
Cell1010406,4119.314746398957,6360.323330328404
Cell1010591,-11226.810082506156,-7641.958060355155
Cell1011204,1705.4679003937654,-4333.48090402363
Cell1011225,9537.615965521902,35004.19625396375
Cell1011245,6514.0567568876995,-11884.842158324975
Cell1012232,-3230.386521474951,-14482.059281152193
Cell1012268,5569.087428826772,17497.868650055545
Cell1012823,2549.3926665995205,-9246.642593858689
Cell1012847,331.9319107793122,-7949.728749415667
Cell1013098,-4157.161761375758,-6845.025647226571
Cell1013120,-6573.54589365047,-5317.746487836548
Cell1013444,-13856.400443035152,-4187.834450962097
Cell1013532,9921.930751889007,35359.28703037364
Cell1013783,590.6658336553413,-16080.71419341017
Cell1014051,-72.90571868868182,-4159.256931799904
Cell1014189,-5651.240012275847,-7651.1300636811275
Cell1015183,-11167.866146384566,5152.198825604302
Cell1015266,9940.01840252834,35823.99435605921
Cell1015763,3502.7197435833364,-11469.913762289312
Cell1015822,-353.7856255789583,-15768.564895892328
Cell1016325,-12754.398048115414,-4280.529555271769
Cell1016360,13739.611164063355,-12592.596006885531
Cell1016454,-14751.841959185751,5687.446095309295
Cell1016647,-11808.530749355912,12686.216618817352
Cell1016830,5625.424102079895,-16993.464316420588
Cell1017146,-2325.603776490507,-11270.961361590676
Cell1017333,1365.0127245995086,29187.65687000156
Cell1017726,-13308.519559914877,1368.6718356962601
Cell1018339,4872.882297119201,-10700.738110253982
Cell1018612,-4351.125119393704,-3742.3875623724784
Cell1018634,-8252.481226633128,-8916.214465888947
Cell1018778,17278.72122142214,2076.3906324115196
Cell1018921,-3423.344840795314,-6265.3221135429385
Cell1019538,-979.1781602595037,28594.26129483977
Cell1019568,15461.786102537375,2193.437425089076
Cell1019892,-908.4634975295221,-6237.151564124885
Cell1020247,-2364.564737059858,-13766.007606785073
Cell1020333,-9340.878271365165,-9022.005323384634
Cell1020881,7852.969374668864,33940.44020971083
Cell1021076,-11180.017266279512,-5618.545420564092
Cell1021194,-12237.144653803523,13049.906020403796
Cell1021214,-12589.631753835098,-4362.016892766199
Cell1021254,21716.28022494717,-12161.834140706736
Cell1021356,-14511.514354113733,6634.491780045626
Cell1021435,-6108.209804264835,-4846.111350477228
Cell1021589,4263.177405684495,37883.54873290775
Cell1021764,-6962.9827491957985,10625.127927062953
Cell1021796,14297.251070503838,-15449.412264018774
Cell1021877,-7803.76645003357,-6634.11066978349
Cell1021917,13754.848722174316,-15843.470563626277
Cell1022088,-3558.567895515496,3433.57623206963
Cell1022126,6993.408629543625,-11238.670320259516
Cell1022227,-3471.4682734175494,-7055.333017100175
Cell1022234,-13141.078724266312,10939.806555447118
Cell1022270,7733.8419974294,-6659.187288410261
Cell1022534,8005.527580784092,-10651.093852963984
Cell1023636,5189.874227565564,-16354.397042565572
Cell1023779,5778.22928274567,1742.310330731855
Cell1023876,-12708.626447411065,-3857.7290814128414
Cell1024434,-11851.64756908199,-702.6358428894137
Cell1024597,-8335.992164672336,-740.5167673796211
Cell1025007,-15201.97750344558,2655.404611774815
Cell1025071,9417.00191248059,-13791.881291218853
Cell1025192,-9052.796964784731,18475.339522613966
Cell1025518,5162.086244097752,37869.011776883766
Cell1025543,3608.8619760312085,38524.7428723155
Cell1026195,19395.89881452608,-5038.476381185717
Cell1026932,-14658.542890826346,1075.4358107959006
Cell1027020,-9841.102974544996,-9999.613536365936
Cell1027038,-6362.680618772166,11027.5264572851
Cell1027195,14583.794546490019,2476.860817497219
Cell1027364,1821.0220333045029,23385.769488314803
Cell1027579,20458.897334068093,-9731.264859343815
Cell1027686,-10136.864199893822,-6373.036295515998
Cell1028217,9188.254584046888,35586.628264413484
Cell1028671,-15486.496262967878,2771.7566749159505
Cell1028676,-5364.870355412095,-5841.512224449978
Cell1028894,-9533.077400213646,-4163.82325538471
Cell1029346,-7153.8429856176945,-6998.400023149088
Cell1029372,4357.210072034052,17841.84591489635
Cell1029382,-6610.202932018439,-4358.514637396826
Cell1030284,5454.041832529599,38436.47029411454
Cell1030744,-1713.2403303809554,-12264.11714893717
Cell1030771,-10140.635229728936,14875.400053873791
Cell1031103,-11171.102343761211,-4848.566948797223
Cell1031518,-4788.2779938776885,8256.331291622995
Cell1031703,-15383.524049394999,1449.2752572739316
Cell1031767,-12918.548358447842,-158.20215838983648
Cell1032053,-7107.03382249905,-9854.8635096047
Cell1032238,-9060.728204337396,11042.552072698089
Cell1032785,21349.295099796152,-13853.780866611201
Cell1033164,-4707.051297232121,-10982.918754000484
Cell1033195,-1317.89251703746,-12619.306118834034
Cell1033352,-12024.883931851573,2297.873535261022
Cell1033527,-5796.209438709251,-12248.124058190793
Cell1034452,-12261.186470447345,-2432.5057856487833
Cell1034620,-7258.657500814941,-7466.466755308139
Cell1035089,-10277.822643828513,-9452.216762673155
Cell1035544,-993.8340738375871,11118.967469671441
Cell1036019,-13004.748290781725,-3181.7611525782318
Cell1036552,3207.4003031348493,-11334.341584686394
Cell1037065,3555.5986297772447,-13751.460321686556
Cell1037341,7412.420793403504,-10838.301828315045
Cell1037772,274.01869313309135,26169.912900459196
Cell1038232,-9780.4336972863,-3275.3904292072984
Cell1038395,14243.145651797187,-16037.907094623139
Cell1038557,2705.158533180603,-9086.249434703539
Cell1039122,228.8480063773352,-14814.517523643346
Cell1039447,-7526.960373930546,-11615.73749217472
Cell1039529,8888.726327260612,38777.25063282817
Cell1039533,-1256.7334070157526,-15246.164043576184
Cell1039602,10787.50538265518,-9652.34002028
Cell1039791,-7926.290597660504,19820.47876994677
Cell1040335,-10030.374072229924,3419.1474832517433
Cell1040751,-7321.817357036549,-8751.253382088957
Cell1040902,-11137.752435188851,-9048.350420549748
Cell1041028,18020.781712170632,1721.9660202098466
Cell1041138,20434.837728065355,-13260.09157931466
Cell1041321,-13143.63864989137,7243.3831665030275
Cell1041433,15755.294131094955,-15345.273526450801
Cell1041893,-13654.937399620721,2869.881649476904
Cell1042108,1693.2321342800471,22952.333227032068
Cell1042170,-3678.1748892234136,-8364.524112541649
Cell1042219,2393.367565374939,-11803.32832832717
Cell1042327,1042.791977022403,2192.0812636204023
Cell1042672,3214.6628408398014,37848.992827651535
Cell1043640,2081.388141641432,36123.75667410639
Cell1044070,-4720.418313848179,-11282.601976243302
Cell1044332,9020.967141023795,35303.964302464396
Cell1044415,-1425.017033197458,33378.301554008896
Cell1044429,12762.525564895042,-13817.264140408275
Cell1044793,-9032.005826750767,9478.814522325509
Cell1044834,4306.4230316046405,-10122.560126991826
Cell1044924,3658.0003486035857,-15398.99592310883
Cell1045054,9246.016738760665,35736.98390093028
Cell1045501,-589.4396445320006,-445.92698797295577
Cell1045552,1432.5581981793682,37406.023493367225
Cell1045802,-3185.064322340207,-8587.153677657489
Cell1045967,-3618.1465208931904,7083.140899733497
Cell1046183,-13460.073681622613,6230.244943758196
Cell1046412,-9792.538296614595,4570.943304441455
Cell1046545,7736.656362402916,34638.847608811346
Cell1047951,-5208.902768772043,9719.810971101308
Cell1048019,-782.5496254118497,34766.96234261364
Cell1048058,-5815.781021763434,-11165.977854583416
Cell1048478,7252.038752194761,-16319.883706256462
Cell1048489,-42.809907123544534,-14461.01399890846
Cell1048615,8670.310627327888,-12473.090558655507
Cell1048987,-5040.249186051684,-5900.249556694125
Cell1049404,-14118.75485782448,-3131.3867317441136
Cell1049471,9928.788296862516,-31.394461131761496
Cell1049572,-12537.874948089406,9404.542778322115
Cell1049575,-12682.152891175601,11808.455995089389
Cell1049892,21306.99741109297,-6386.149375149759
Cell1049918,-12537.824120755684,-872.4774096326265
Cell1050640,6517.500449391579,-12397.700378363257
Cell1050816,-12090.919171074476,-7032.790564964923
Cell1051011,11540.689500940922,-9943.103931918671
Cell1051191,9077.184736111756,-3197.940678891101
Cell1051226,-1973.9868924614912,-11665.953504798026
Cell1051287,14124.844907692393,-14085.060491650522
Cell1051428,537.8924769606408,-11196.010702646543
Cell1051916,542.3870519519317,-9553.720867543047
Cell1052367,-8082.755533483288,-11624.6351902066
Cell1052560,20101.37646644783,-7921.00549319456
Cell1052655,1747.3990539131494,-14517.800029823225
Cell1052782,5898.7266765986915,33538.27954976265
Cell1053029,4936.853377535528,-14189.340917073116
Cell1053572,-5964.030068277443,7819.061042205497
Cell1053999,2254.919254644432,-12398.495643262142
Cell1054240,-4936.389279274943,-11877.381892640875
Cell1054326,-11387.22106134361,4115.002563877451
Cell1055267,6732.923933527414,-6613.914372569346
Cell1055462,7828.409750853187,-13549.14126606812
Cell1056243,5460.099463412799,-7788.052974741726
Cell1056479,985.2332316861227,-9403.04350347005
Cell1056515,176.64475861919522,-16002.809155775987
Cell1056919,14920.071350158552,-1046.271928996943
Cell1057369,-6187.273437891646,-9002.72174897188
Cell1057560,-8783.983568679228,4748.680794465753
Cell1058105,-15203.340151439017,-1189.5470242936542
Cell1058210,6101.866894850153,-15407.094463951185
Cell1058554,1077.9397280423905,4486.910204634329
Cell1058749,-3085.1484370002745,-7838.2389669146005
Cell1059225,16715.573601765915,2807.6931395964516
Cell1059459,-9580.420027002565,-3854.4372332170515
Cell1059539,-15204.993903370452,3334.4581977665234
Cell1059924,-9957.83377357189,-9658.873391354657
Cell1060430,1093.930936030926,-11165.328647255503
Cell1060798,16884.241670037307,-12593.190445010845
Cell1061356,-5975.5833398318,-4159.181269817954
Cell1061539,-3049.9259071511733,26776.57997327618
Cell1062318,842.9752980765855,3067.711120073048
Cell1062354,-1572.975767241338,31274.928321956533
Cell1062364,-1145.3891611264482,33324.39470238956
Cell1062478,-1693.739592289369,-9599.07522070172
Cell1062484,1055.9762350550056,-10017.088089520585
Cell1062566,-1561.2849316171928,32612.72773929429
Cell1062702,2311.089560117996,-16227.54577969694
Cell1062874,21413.034246507585,-13752.739288482715
Cell1063180,4337.928584901996,-13398.468849155952
Cell1063491,-3078.677891507773,6771.827359636671
Cell1063537,-13880.082884987098,2288.73470892496
Cell1063620,-12608.303389022012,-3669.01594662589
Cell1063639,9082.891775736185,34974.02825131836
Cell1063954,482.138426423454,-8534.787723603824
Cell1064716,7679.074432918203,-14325.661872818415
Cell1064868,2716.34830350444,-16803.534654388917
Cell1065648,5522.01844641575,-11107.259860189106
Cell1067005,2046.9089543286555,-10384.659455709796
Cell1067070,-4159.150219581664,-9870.553633405594
Cell1067148,-14987.685377922504,5033.11893041567
Cell1067251,8868.461359024222,38696.92578661497
Cell1067442,376.0227888653075,5753.870174511309
Cell1067580,-9595.431455320248,-7541.904011965412
Cell1067712,10616.792913430547,-13703.56610753342
Cell1068206,-211.64061159314332,-10858.86927094635
Cell1068237,-6565.0780459058615,-9064.615304167377
Cell1068241,5689.6252591805505,-15354.307673610547
Cell1068671,-14638.560843479218,-2780.1021759538157
Cell1068860,2249.168761679448,-7918.034192769963
Cell1069012,-7550.770133931081,6297.171028588318
Cell1069269,-5974.4701943628925,-6708.787573032189
Cell1070736,-2686.0192884915677,-11044.42299671195
Cell1070912,1873.678150307172,-6594.118701011414
Cell1071156,23349.740861471917,-11939.416378694965
Cell1071913,3829.587636384247,-6339.0017826318235
Cell1072623,10496.99384560935,-15942.507013549399
Cell1073026,23020.29320980565,-12590.024022655049
Cell1073065,4344.728390960458,-10105.848019249264
Cell1073190,9228.999627592619,35180.02884141615
Cell1073378,4512.899077623591,-1271.424871889592
Cell1073487,9632.685805682817,-9088.42027680521
Cell1073884,-13025.245012648276,3994.613834382146
Cell1073890,9315.298038418297,35324.45282132071
Cell1074157,-11939.23305269876,-4825.899582957139
Cell1074431,-14925.053501721733,5147.406007230968
Cell1074452,-11997.061926070366,-2682.1188345159676
Cell1074475,-9330.540742807036,-1188.0811122587459
Cell1074887,-6842.350867565366,-11688.813264519611
Cell1075310,6097.489373497763,-7678.851343329362
Cell1075351,8561.941004541053,-6922.129098827321
Cell1076244,-5474.454602467994,-6119.3826566618445
Cell1076439,-1511.3358320792404,31083.771531492454
Cell1077113,-3850.497870748236,-8555.533485155509
Cell1077126,1064.2002070650228,4590.943288776371
Cell1077233,9223.25330382336,-4778.773325814107
Cell1077829,13334.840276518351,1398.4666963418276
Cell1077854,-8497.23582635569,-6095.168319313318
Cell1077984,-907.666111554388,-6687.774648285114
Cell1078138,-7270.987244264145,-11310.205466996707
Cell1078355,-2904.648777755888,-14754.354201508004
Cell1078391,17572.10261994302,1545.8845804381438
Cell1078509,407.2998676547276,25933.3166734014
Cell1078736,8320.257113523992,3809.334720201504
Cell1079545,4952.217756759691,-12921.730446044989
Cell1079559,-1532.531803151046,31664.46361803572
Cell1079620,-3655.7438159268013,353.80686591047873
Cell1080415,-3762.567946549997,9331.900719069394
Cell1081054,8043.882486979556,-13037.289508728843
Cell1081635,-12000.721324753207,-4529.448422299671
Cell1082393,-7984.997191766773,-9853.555745459924
Cell1082427,-2871.9330536369825,5176.984086455406
Cell1083073,-2564.9853646466813,-8528.096516396543
Cell1083395,-1662.9408485783963,-2591.167557838318
Cell1083420,-4453.3834341631145,-13249.299574868026
Cell1083862,919.2829057601768,-10979.02186724743
Cell1084637,1780.838426218418,-13674.442498247721
Cell1085613,25714.027481393146,-7970.747636571269
Cell1085803,11459.923079664337,-13903.869570879908
Cell1085940,-2138.1575507294783,-3184.319784542358
Cell1086804,9421.188107514703,35239.28222577925
Cell1086866,1761.102092979444,22406.286443063753
Cell1086910,19295.335658987384,-4370.298555969298
Cell1087317,14971.968555836393,-10992.403678147968
Cell1087451,-14255.742008993886,-3809.5979544549477
Cell1087634,-10729.552760177276,4453.526912727334
Cell1087635,-9992.12769753145,-7328.127737732951
Cell1087649,-13168.01342268796,11223.16476953984
Cell1088391,-913.7373496676219,-10994.240605297246
Cell1088832,25796.29801744991,-8263.337172080088
Cell1088851,16115.702254534493,-4026.5229385862945
Cell1088924,3125.860492991533,7285.026387940478
Cell1089100,9543.694349010399,35239.24043510468
Cell1089202,10682.578257420297,-16755.874944632105
Cell1089578,-2555.855091860088,-9465.836045929487
Cell1089600,3595.4046541731486,-6683.63645704241
Cell1089604,-3135.879025654029,-2675.476734257235
Cell1089613,-1255.4180258257397,-7397.758398444154
Cell1090076,7507.789573365482,-11873.832751435282
Cell1091226,4890.726722747622,-13285.973513102022
Cell1091299,-11809.327772160066,8904.800224188455
Cell1091415,-6959.859622594685,-5316.096483241652
Cell1091734,-13426.875114110551,9986.918817985217
Cell1092048,18560.984949693597,-13178.582182254731
Cell1092162,-15638.814891170801,2054.922843512376
Cell1092338,-1095.575570204387,-12868.075359950662
Cell1092721,-15028.03000036627,5716.539356408631
Cell1092730,-351.5900257087211,-3451.4741707790845
Cell1092802,-11520.609772548947,-5466.61655982194
Cell1093307,-5671.868357083322,-6035.257973930402
Cell1093351,12382.810343923411,-16531.722701142247
Cell1093974,4447.309601898421,37921.5249599179
Cell1094013,-15541.424088410804,1613.3696239105511
Cell1094214,-10710.83461119805,-3050.9930088734936
Cell1095164,-2662.665452038434,-8770.400328122027
Cell1095306,-7514.909092224957,19348.71007209008
Cell1095330,-14647.342419010118,6105.153045554961
Cell1095660,3113.607240311025,-3245.0957386834207
Cell1095788,12554.245985826894,-16245.650313003543
Cell1095854,3641.7808616974603,19161.598822280223
Cell1096098,344.649260210202,-11341.742303870025
Cell1096365,7536.651211344065,-14383.781334636917
Cell1096457,4008.4891635702347,-13650.963009286115
Cell1096655,-406.55017255327596,-5331.784399347381
Cell1096703,-14576.204120407703,6259.573183589204
Cell1097207,4110.946346365346,-8575.480495097137
Cell1097719,-15059.69664199088,-1512.511300760128
Cell1098214,-12540.591041477375,-7008.488251523246
Cell1098328,-5717.657435818478,-6118.03351768318
Cell1098357,1836.434088374034,22932.34782590279
Cell1098512,-10185.07446167519,-6233.805762665034
